Title,ISBN,Author,Rating,Date of publish,Category,user_id,LIKE,Comment
I Can See Clearly Now,9781401944032,Wayne W. Dyer,1.0,"February 25, 2014",Personal-Development,91,0,"Not what I expected, but in a good way!"
All the Ghosts in the Machine: Illusions of Immortality in the Digital Age,9781472141897,Elaine Kasket,4.0,"April 25, 2019",Computer-Science,397,0,Disappointing after all the hype.
The Invisible History of the Human Race: How DNA and History Shape Our Identities and Our Futures,9780670025558,Christine Kenneally,1.0,"January 1, 2014",Math,442,0,A captivating story with well-developed characters.
Fault Lines,9780762480999,Nora Shalaway Carpenter,4.0,"September 12, 2023",Math,139,1,The plot twists kept me guessing until the end.
The Path Made Clear: Discovering Your Life's Direction and Purpose,9781250307507,Oprah Winfrey,4.0,"March 26, 2019",Personal-Development,356,0,Disappointing after all the hype.
"Children of Time (Children of Time, #1)",9781447273288,Adrian Tchaikovsky,,"June 4, 2015",Computer-Science,238,1,
100 Women Who Made History: Remarkable Women Who Shaped Our World (DK 100 Things That Made History),9781465456885,"S.A. Caldwell,Clare Hibbert,Andrea Mills,Rona Skene,Philip Parker",4.0,"February 7, 2017",Computer-Science,10,0,"Not what I expected, but in a good way!"
One Red Paperclip: The Story of How One Man Changed His Life One Swap at a Time,978-0-307-39559-7,Kyle Macdonald,,"January 1, 2007",Personal-Development,387,0,The plot twists kept me guessing until the end.
One Red Paperclip: The Story of How One Man Changed His Life One Swap at a Time,978-0-307-39559-7,Kyle Macdonald,3.0,"January 1, 2007",Personal-Development,404,0,The pacing felt a bit off in the middle.
"Choose Yourself: Be Happy, Make Millions, Live the Dream",9781619610224,James Altucher,4.0,"May 31, 2013",Business,131,1,I struggled to connect with the main character.
"Choose Yourself: Be Happy, Make Millions, Live the Dream",9781619610224,James Altucher,4.0,"May 31, 2013",Business,333,1,Disappointing after all the hype.
Entangled Minds: Extrasensory Experiences in a Quantum Reality (A Study on Parapsychology),9781416516774,Dean Radin,,"January 1, 2006",Personal-Development,316,0,
The Virgin Suicides,9780747560593,Jeffrey Eugenides,4.0,"January 1, 1993",History,148,0,A classic for a reason. Highly enjoyable.
"Haters: Harassment, Abuse, and Violence Online",9781612348704,Bailey Poland,4.0,"November 1, 2016",Math,472,0,Disappointing after all the hype.
The Curse of the Good Girl: Raising Authentic Girls with Courage and Confidence,9781594202186,Rachel Simmons,4.0,"July 23, 2009",Personal-Development,306,1,I found the writing style to be quite beautiful.
"One Foot in the Grave (Night Huntress, #2)",9780061245091,Jeaniene Frost,,"May 1, 2008",Fantasy,312,0,I found the writing style to be quite beautiful.
Too Many Pumpkins,9780823413201,"Linda White,Megan Lloyd",4.0,"March 1, 1993",Math,473,1,A quick and entertaining read.
Too Many Pumpkins,9780823413201,"Linda White,Megan Lloyd",4.0,"March 1, 1993",Math,492,1,"Not what I expected, but in a good way!"
"Your First Year in Network Marketing: Overcome Your Fears, Experience Success, and Achieve Your Dreams!",9780761512196,"Mark Yarnell,Rene Reid Yarnell",,"January 7, 1998",Personal-Development,394,1,"Not what I expected, but in a good way!"
Word by Word: The Secret Life of Dictionaries,9781101870945,Kory Stamper,4.0,"March 14, 2017",Children,136,0,I found the writing style to be quite beautiful.
"Weird Life: The Search for Life That Is Very, Very Different from Our Own",9780393071580,David Toomey,4.0,"February 19, 2013",Math,397,0,The pacing felt a bit off in the middle.
"The Ideal Man (Buchanan-Renard, #9)",9780525952251,Julie Garwood,4.0,"January 1, 2011",Computer-Science,262,0,This book really made me think about [a theme].
"The Ideal Man (Buchanan-Renard, #9)",9780525952251,Julie Garwood,4.0,"January 1, 2011",Computer-Science,269,1,The plot twists kept me guessing until the end.
Slinky Malinki,9780670913510,Lynley Dodd,4.0,"January 1, 1991",Children,182,0,I found the writing style to be quite beautiful.
Slinky Malinki,9780670913510,Lynley Dodd,,"January 1, 1991",Children,277,0,
"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",9780380709243,"Beverly Cleary,Louis Darling,Tracy Dockray",4.0,"January 1, 1965",Children,101,1,The plot twists kept me guessing until the end.
Lies Women Believe: And the Truth that Sets Them Free,9780802472960,"Nancy Leigh DeMoss,Elisabeth Elliot",4.0,"January 1, 2000",Personal-Development,460,1,A captivating story with well-developed characters.
"Liliana (Liliana, #1)",9781311059161,Neva Squires-Rodriguez,3.0,"January 1, 2014",Children,474,0,I struggled to connect with the main character.
The Nature of Things: The Secret Life of Inanimate Objects,9780892814084,Lyall Watson,4.0,"April 19, 1990",Math,198,1,Disappointing after all the hype.
The Nature of Things: The Secret Life of Inanimate Objects,9780892814084,Lyall Watson,,"April 19, 1990",Math,330,1,I found the writing style to be quite beautiful.
Underbug: An Obsessive Tale of Termites and Technology,9780374282073,Lisa Margonelli,,"August 21, 2018",Computer-Science,457,1,I found the writing style to be quite beautiful.
The Magic School Bus at the Waterworks (The Magic School Bus #1),9780590403603,"Joanna Cole,Bruce Degen",,"January 1, 1986",Children,218,1,The ending left me wanting more.
Radical: Taking Back Your Faith from the American Dream,9781601422217,David     Platt,,"January 1, 2010",Personal-Development,149,0,I would recommend this to fans of [genre].
The Procrastinator's Handbook: Mastering the Art of Doing It Now,9780802775986,Rita Emmett,4.0,"September 1, 2000",Personal-Development,40,1,"Not what I expected, but in a good way!"
The Procrastinator's Handbook: Mastering the Art of Doing It Now,9780802775986,Rita Emmett,,"September 1, 2000",Personal-Development,83,0,A quick and entertaining read.
The Magic School Bus Kicks Up a Storm: A Book About Weather,9780439102759,"Joanna Cole,Nancy White,Art Ruiz,Bruce Degen",,"November 1, 1995",Math,176,1,
Mindfulness for Beginners: Reclaiming the Present Moment―and Your Life,9781591794646,Jon Kabat-Zinn,,"January 1, 2006",Personal-Development,490,1,The plot twists kept me guessing until the end.
Seeing Voices,9780375704079,Oliver Sacks,4.0,"January 1, 1989",Computer-Science,29,1,A thought-provoking and insightful book.
"The Dragon Dreamer (Dragon Dreamer, #1)",9780996042512,J.S. Burke,,"April 24, 2014",Biology,421,0,A quick and entertaining read.
"Wolf's Rain, Vol. 1 (Wolf's Rain, #1)",9781591165910,"BONES,Toshitsugu Lida",4.0,"November 5, 2003",studio-ghibli,182,0,A quick and entertaining read.
"The Marvelous Land of Oz , Volume 1",9781614792352,Eric Shanower,,"January 1, 2014",Children,163,1,A classic for a reason. Highly enjoyable.
"Peak Performance: Elevate Your Game, Avoid Burnout, and Thrive with the New Science of Success",9781623367930,"Brad Stulberg,Steve Magness",4.0,"June 6, 2017",Personal-Development,200,0,I couldn't put it down!
The Art of Seduction,9781861977694,"Robert Greene,Мариана Мелнишка,Робърт Грийн",4.0,"January 1, 2001",Personal-Development,153,1,The world-building in this fantasy novel is incredible.
The Catholic School,9780374119256,"Edoardo Albinati,Antony Shugaar",3.0,"March 17, 2016",Children,31,1,I struggled to connect with the main character.
The Antarctic Book of Cooking and Cleaning: A Polar Journey,9780062395047,"Carol  Devine,Wendy Trusler",2.0,"May 5, 2015",Math,458,0,The world-building in this fantasy novel is incredible.
Small Worlds: The Dynamics of Networks between Order and Randomness (Princeton Studies in Complexity),9780691117041,Duncan J. Watts,4.0,"August 23, 1999",Math,134,1,I would recommend this to fans of [genre].
The Big Dark Sky,9781922132277,Dean Koontz,4.0,"July 19, 2022",Personal-Development,273,1,A quick and entertaining read.
Crescent,9781896944524,Phil Rossi,4.0,"January 1, 2007",Biology,461,1,I would recommend this to fans of [genre].
"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness",9780345539724,Jon Kabat-Zinn,2.0,"January 1, 1990",Personal-Development,66,0,A classic for a reason. Highly enjoyable.
"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness",9780345539724,Jon Kabat-Zinn,4.0,"January 1, 1990",Personal-Development,103,1,"Not what I expected, but in a good way!"
"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness",9780345539724,Jon Kabat-Zinn,4.0,"January 1, 1990",Personal-Development,449,1,A quick and entertaining read.
MySQL Cookbook: Solutions for Database Developers and Administrators,9781449374020,Paul DuBois,4.0,"November 1, 2002",Computer-Science,60,1,The plot twists kept me guessing until the end.
MySQL Cookbook: Solutions for Database Developers and Administrators,9781449374020,Paul DuBois,4.0,"November 1, 2002",Computer-Science,180,0,A quick and entertaining read.
The Explorer's Mindset: Unlock Health Happiness and Success the Fun Way,9781999875602,Francis Shenstone,4.0,"January 23, 2019",Personal-Development,253,0,This book really made me think about [a theme].
How We Learn : The New Science of Education and th,9780141989303,Stanislas Dehaene,4.0,"September 5, 2018",Computer-Science,217,0,The plot twists kept me guessing until the end.
"The Social Contract, a Discourse on the Origin of Inequality, and a Discourse on Political Economy",9781420926972,Jean-Jacques Rousseau,4.0,"January 1, 2006",Economics,196,0,I struggled to connect with the main character.
The Six Wives of Henry VIII,9780802136831,Alison Weir,2.0,"March 1, 1992",Personal-Development,108,0,The plot twists kept me guessing until the end.
Languages and Machines: An Introduction to the Theory of Computer Science (3rd Edition),9780321322210,Thomas A. Sudkamp,4.0,"January 1, 1988",Math,226,1,"Not what I expected, but in a good way!"
The Great Transformation: The Political and Economic Origins of Our Time,9780807056431,Karl Polanyi,,"January 1, 1944",Economics,29,1,I found the writing style to be quite beautiful.
Reading People: How Seeing the World through the Lens of Personality Changes Everything,9781493412280,Anne Bogel,4.0,"September 19, 2017",Personal-Development,146,0,The world-building in this fantasy novel is incredible.
"Nightbirds on Nantucket (The Wolves Chronicles, #3)",9780395971857,Joan Aiken,4.0,"January 1, 1966",Children,20,1,A quick and entertaining read.
If You Give a Pig a Pancake,9780064436632,"Laura Joffe Numeroff,Felicia Bond",3.0,"January 1, 1998",Math,327,0,The pacing felt a bit off in the middle.
The Holy Bible: Douay-Rheims Version,9781930278240,"Anonymous,Pope Leo XIII,William H. McClellan",5.0,"January 1, 1611",Personal-Development,390,1,The world-building in this fantasy novel is incredible.
"The Secret Life of Violet Grant (Schuyler Sisters, #1)",9780399162176,Beatriz Williams,4.0,"May 27, 2014",Computer-Science,58,0,The world-building in this fantasy novel is incredible.
How to Make the Right Decision Every Time: 10 Keys for Finding God's Direction,9781629980263,Karen Jensen Salisbury,5.0,"January 6, 2015",Personal-Development,13,0,A quick and entertaining read.
Skendleby (Ancient Gramarye #1),9781910053201,Nick   Brown,4.0,"October 16, 2013",Children,93,0,This book really made me think about [a theme].
The Wolves in the Walls,9780380810956,"Neil Gaiman,Dave McKean",4.0,"August 5, 2003",Comics,423,1,A thought-provoking and insightful book.
"The Color of Magic (Discworld, #1; Rincewind, #1)",9780060855925,Terry Pratchett,4.0,"December 1, 1983",Fantasy,172,1,I couldn't put it down!
"Love in the Afternoon (The Hathaways, #5)",9780312605391,Lisa Kleypas,4.0,"June 29, 2010",nonfiction,374,0,The world-building in this fantasy novel is incredible.
"Under One Roof (The STEMinist Novellas, #1)",9780593437810,Ali Hazelwood,4.0,"February 8, 2022",Technology,16,1,
"Under One Roof (The STEMinist Novellas, #1)",9780593437810,Ali Hazelwood,4.0,"February 8, 2022",Technology,117,1,The plot twists kept me guessing until the end.
"Under One Roof (The STEMinist Novellas, #1)",9780593437810,Ali Hazelwood,4.0,"February 8, 2022",Technology,208,1,I found the writing style to be quite beautiful.
"The Night Angel Trilogy (Night Angel, #1-3)",9781607513513,Brent Weeks,4.0,"October 1, 2009",Fantasy,446,1,Disappointing after all the hype.
The Introvert Advantage: How to Thrive in an Extrovert World,9780761123699,Marti Olsen Laney,,"February 1, 2002",Personal-Development,106,1,I found the writing style to be quite beautiful.
The Introvert Advantage: How to Thrive in an Extrovert World,9780761123699,Marti Olsen Laney,4.0,"February 1, 2002",Personal-Development,337,1,A captivating story with well-developed characters.
12 Rules for Life: An Antidote to Chaos,9780345816023,Jordan B. Peterson,4.0,"January 16, 2018",Personal-Development,186,1,"Not what I expected, but in a good way!"
Convergence Problems,9780756418830,Wole Talabi,4.0,"February 13, 2024",Technology,380,1,The pacing felt a bit off in the middle.
Go Pro - 7 Steps to Becoming a Network Marketing Professional,9780988667907,Eric Worre,,"April 29, 2013",Personal-Development,407,0,"Not what I expected, but in a good way!"
Yertle the Turtle and Gertrude McFuzz  ( Collins Colour Cubs Mini Format ),9780001960015,Dr. Seuss,4.0,"January 1, 1979",Children,419,0,The world-building in this fantasy novel is incredible.
The Ripple Effect: The Fate of Freshwater in the Twenty-First Century,9781416535461,Alex Prud’homme,4.0,"June 7, 2011",Computer-Science,486,1,
Sparks! (Sparks! #1),9781338029475,"Ian Boothby,Nina Matsumoto",4.0,"February 27, 2018",Children,4,0,The plot twists kept me guessing until the end.
"The Coroner's Lunch (Dr. Siri Paiboun, #1)",9781847240699,Colin Cotterill,4.0,"January 1, 2004",Cars,222,1,The ending left me wanting more.
The Travelling Cat Chronicles,9780735235243,"Hiro Arikawa,Philip Gabriel",,"November 1, 2012",studio-ghibli,294,0,Disappointing after all the hype.
A Line in the Sand  (Turtle Beach #2),9781728214832,Teri Wilson,4.0,"August 2, 2022",Math,7,0,The ending left me wanting more.
A Line in the Sand  (Turtle Beach #2),9781728214832,Teri Wilson,4.0,"August 2, 2022",Math,212,1,
"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations",9780385503860,James Surowiecki,4.0,"May 19, 2004",Computer-Science,432,1,This book really made me think about [a theme].
"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",9780679729778,Art Spiegelman,4.0,"January 1, 1991",Comics,344,1,The ending left me wanting more.
The Letters,9780553807417,"Luanne Rice,Joseph Monninger",3.0,"January 1, 2008",nonfiction,338,0,The plot twists kept me guessing until the end.
Reconstructing Amelia,9780062225436,Kimberly McCreight,4.0,"April 2, 2013",nonfiction,48,0,A thought-provoking and insightful book.
